task_id,prompt,input_generator,input_levels,reference_solution,checker,entry_point
HumanEval/33,"def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    [1, 2, 3]
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    [2, 6, 3, 4, 8, 9, 5]
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid == 0:
        l = []
    else:
        l = [random.randint(-size * size, size * size) for _ in range(size)]
    return l,
",100 10000 20000 40000,"    l[::3] = sorted(l[::3])
    return l
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",sort_third
HumanEval/34,"def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid == 0:
        input_list = [4, 3, 4, 2, 7, 7, 9, 0, 342]
    else:
        maxv = size * size
        input_list = [random.randint(-maxv, maxv) for _ in range(size)]
    return input_list,
",100 10000 15000 30000,"    return sorted(set(l))
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",unique
HumanEval/35,"def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""","def generate_input(size: int, lid: int, cid: int):
    maxv = size * size
    input_list = [random.randint(-maxv, maxv) for _ in range(size)]
    return input_list,
",100 10000 15000 30000,"    return max(l)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",max_element
HumanEval/36,"def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    0
    >>> fizz_buzz(78)
    2
    >>> fizz_buzz(79)
    3
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random
    input_number = random.randint((size + 1) // 2, size)
    return input_number,
",1000 10000 1000000 1000000000,"    if n < 261111:
        ns = []
        for i in range(77, n, 11):
            ns.append(str(i))
        for i in range(78, n, 13):
            if i % 11 != 0:
                ns.append(str(i))
        return ''.join(ns).count('7')
    else:
        a = []
        while n > 0:
            n, u = divmod(n, 10)
            a.append(u)
        m = len(a)
        b = [[1, 1]] # [10 ** i % 11, 10 ** i % 13]
        for i in range(m - 1):
            b.append([(b[i][0] * 10) % 11, (b[i][1] * 10) % 13])
        f = [[[[[0, 0] for w in range(10)] for v in range(13)] for u in range(11)] for i in range(m)] # [i-th][mod 11, mod 13][digit]: [number of valid numbers, number of 7's in valid numbers]
        for u in range(10):
            f[0][u][u] = [[int(w >= u), int(u == 7 and w >= 7)] for w in range(10)]
        for i in range(1, m):
            for u in range(11):
                for v in range(13):
                    f0 = f[i - 1][u][v][9]
                    for w in range(10):
                        f1 = f[i][(u + b[i][0] * w) % 11][(v + b[i][1] * w) % 13][w]
                        f1[0] += f0[0]
                        f1[1] += f0[1] + f0[0] * int(w == 7)
            for u in range(11):
                for v in range(13):
                    f1 = f[i][u][v]
                    for w in range(1, 10):
                        f1[w][0] += f1[w - 1][0]
                        f1[w][1] += f1[w - 1][1]
        e = [[0, 0, 0] for i in range(m)]
        for i in range(m - 1, 0, -1):
            e[i - 1] = [(e[i][0] + b[i][0] * a[i]) % 11, (e[i][1] + b[i][1] * a[i]) % 13, e[i][2] + int(a[i] == 7)]
        ans = 0
        for i in range(m):
            if a[i]:
                w = a[i] - 1
                u = (-e[i][0]) % 11
                for v in range(13):
                    f1 = f[i][u][v][w]
                    ans += f1[1] + f1[0] * e[i][2]
                u0 = u
                v = (-e[i][1]) % 13
                for u in range(11):
                    if u != u0:
                        f1 = f[i][u][v][w]
                        ans += f1[1] + f1[0] * e[i][2]
        return ans
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",fizz_buzz
HumanEval/37,"def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    [1, 2, 3]
    >>> sort_even([5, 6, 3, 4])
    [3, 6, 5, 4]
    """"""","def generate_input(size: int, lid: int, cid: int):
    maxv = size * size
    input_list = [random.randint(-maxv, maxv) for _ in range(size)]
    return input_list,
",100 10000 20000 40000,"    l[::2] = sorted(l[::2])
    return l
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",sort_even
HumanEval/38,"def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""","def generate_input(size: int, lid: int, cid: int):
    characters = string.ascii_letters + string.digits
    input_string = ''.join(random.choice(characters) for _ in range(size))
    return input_string,
",100 10000 15000 30000,"    m = len(s) - 2
    return """".join([(s[i + 2] + s[i : i + 2]) if i < m else s[i :] for i in range(0, len(s), 3)])
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",decode_cyclic
HumanEval/39,"def prime_fib(n: int):
    """"""
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
    """"""","def generate_input(size: int, lid: int, cid: int):
    n_list = [
        [5, 4, 3, 2],
        [8, 7, 6],
        [11, 10, 9],
        [12],
    ]
    return n_list[lid][cid % len(n_list[lid])],
",5 8 11 12,"    import random
    def miller_rabin(n, k=10):
        # Miller--Rabin primality test
        if n < 2:
            return False
        if n == 2 or n == 3:
            return True
        if n % 2 == 0:
            return False
        r = 0
        d = n - 1
        while d % 2 == 0:
            r += 1
            d //= 2
        for _ in range(k):
            a = random.randint(2, n - 2)
            x = pow(a, d, n)
            if x == 1 or x == n - 1:
                continue
            for _ in range(r - 1):
                x = pow(x, 2, n)
                if x == n - 1:
                    break
            else:
                return False
        return True
    c_prime = 0
    a, b = 0, 1
    while c_prime < n:
        a, b = b, a + b
        if miller_rabin(b):
            c_prime += 1
    return b
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",prime_fib
HumanEval/40,"def triples_sum_to_zero(l: list):
    """"""
    triples_sum_to_zero takes a list of integers as an input.
    it returns True if there are three distinct elements in the list that
    sum to zero, and False otherwise.

    >>> triples_sum_to_zero([1, 3, 5, 0])
    False
    >>> triples_sum_to_zero([1, 3, -2, 1])
    True
    >>> triples_sum_to_zero([1, 2, 3, 7])
    False
    >>> triples_sum_to_zero([2, 4, -5, 3, 9, 7])
    True
    >>> triples_sum_to_zero([1])
    False
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 5:
        input_list = [[0], [1, -3, 5, 0], [1, 3, -2, 1], [1, 2, 3, -6], [2, 4, -5, 3, 9, 7]][cid]
    else:
        size = max(size, 3)
        maxv = size * size
        input_list = [(random.randint(0, 1) * 2 - 1) * random.randint(maxv, maxv * 2) for _ in range(size)]
        if lid == 0 and cid % 2:
            while True:
                i, j, k = random.randint(0, size - 1), random.randint(0, size - 1), random.randint(0, size - 1)
                if i != j and i != k and j != k:
                    break
            input_list[i] = -(input_list[j] + input_list[k])
    return input_list,
",10 50 400 600,"    n = len(l)
    if n < 3:
        return False
    for i, x in enumerate(l[: n - 2]):
        buf = set()
        for y in l[i + 1 :]:
            if y in buf:
                return True
            buf.add(-x - y)
    return False
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",triples_sum_to_zero
HumanEval/41,"def car_race_collision(n: int):
    """"""
    Imagine a road that's a perfectly straight infinitely long line.
    n cars are driving left to right;  simultaneously, a different set of n cars
    are driving right to left.   The two sets of cars start out being very far from
    each other.  All cars move in the same speed.  Two cars are said to collide
    when a car that's moving left to right hits a car that's moving right to left.
    However, the cars are infinitely sturdy and strong; as a result, they continue moving
    in their trajectory as if they did not collide.

    This function outputs the number of such collisions.
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random
    return random.randint((size + 1) // 2, size),
",10 100 100000 1000000000,"    return n**2
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",car_race_collision
HumanEval/42,"def incr_list(l: list):
    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""","def generate_input(size: int, lid: int, cid: int):
    maxv = size * size
    input_list = [random.randint(-maxv, maxv) for _ in range(size)]
    return input_list,
",100 10000 15000 30000,"    return [e + 1 for e in l]
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",incr_list
